Primary Key,Start,End,Length of Placement - Days,Distance,Inside or Outside District,Placement Provision,Placement Type,Change Reason
1557,16/04/2023,23/09/2024,977,2,IN,PR1 - Own provision by LA,Fostering – short term,Carer requests placement end other than due to child's behaviour
1842,31/05/2023,23/06/2023,932,2,IN,PR1 - Own provision by LA,Fostering – long term,Carer requests placement end other than due to child's behaviour
120,14/10/2024,18/11/2024,430,3,IN,PR4 - Private Provision,Unregistered Placement,Carer requests placement end other than due to child's behaviour
660,06/02/2025,30/10/2025,315,3,IN,PR1 - Own provision by LA,Fostering – short term,Carer requests placement end other than due to child's behaviour
1525,15/12/2023,18/09/2024,734,3,IN,PR1 - Own provision by LA,Kinship - short term,Carer requests placement end other than due to child's behaviour
1527,15/12/2023,18/09/2024,734,3,IN,PR1 - Own provision by LA,Kinship - short term,Carer requests placement end other than due to child's behaviour
1727,19/07/2024,16/10/2024,517,3,OUT,PR4 - Private Provision,Fostering – short term,Carer requests placement end other than due to child's behaviour
1411,13/06/2025,08/08/2025,188,3.5,IN,PR4 - Private Provision,Fostering – short term,Carer requests placement end other than due to child's behaviour
1573,13/06/2025,08/08/2025,188,3.5,IN,PR4 - Private Provision,Fostering – short term,Carer requests placement end other than due to child's behaviour
93,06/11/2024,03/12/2025,407,4,OUT,PR4 - Private Provision,Residential Unit (Children's Home),Carer requests placement end other than due to child's behaviour
1078,29/04/2024,21/10/2024,598,4,IN,PR1 - Own provision by LA,Kinship - short term,Carer requests placement end other than due to child's behaviour
2036,07/10/2024,24/10/2025,437,4,IN,PR4 - Private Provision,Semi-independent supported accommodation,Carer requests placement end other than due to child's behaviour
266,12/11/2024,25/11/2025,401,4.7,OUT,PR4 - Private Provision,Unregistered Placement,Carer requests placement end other than due to child's behaviour
103,23/07/2024,17/09/2024,513,5,IN,PR4 - Private Provision,Semi-independent supported accommodation,Carer requests placement end other than due to child's behaviour
280,15/08/2023,17/05/2024,856,5,IN,PR1 - Own provision by LA,Kinship - short term,Carer requests placement end other than due to child's behaviour
311,31/03/2025,19/05/2025,262,5,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,Carer requests placement end other than due to child's behaviour
567,10/09/2024,14/07/2025,464,5,IN,PR2 - Other LA provision,Kinship - Unregistered Carer,Carer requests placement end other than due to child's behaviour
774,25/09/2023,05/06/2025,815,5,IN,PR4 - Private Provision,Semi-independent supported accommodation,Carer requests placement end other than due to child's behaviour
788,26/03/2024,30/06/2025,632,5,IN,PR0 - Parents or other person with parental responsibility,Placed with Parents,Carer requests placement end other than due to child's behaviour
2196,14/06/2024,17/01/2025,552,5.5,IN,PR1 - Own provision by LA,Fostering – short term,Carer requests placement end other than due to child's behaviour
2203,14/06/2024,17/01/2025,552,5.5,IN,PR1 - Own provision by LA,Fostering – short term,Carer requests placement end other than due to child's behaviour
776,20/12/2024,04/02/2025,363,5.6,IN,PR1 - Own provision by LA,Fostering – short term,Carer requests placement end other than due to child's behaviour
1136,20/12/2024,27/10/2025,363,5.6,IN,PR1 - Own provision by LA,Fostering – short term,Carer requests placement end other than due to child's behaviour
1840,22/08/2025,29/08/2025,118,5.6,IN,PR1 - Own provision by LA,Fostering – short term,Carer requests placement end other than due to child's behaviour
9,14/05/2025,07/10/2025,218,6,OUT,PR4 - Private Provision,Semi-independent supported accommodation,Carer requests placement end other than due to child's behaviour
10,21/06/2023,01/08/2023,911,6,OUT,PR5 - Voluntary/Third Sector Provision,Semi-independent supported accommodation,Carer requests placement end other than due to child's behaviour
633,12/08/2024,24/11/2025,493,6,OUT,PR4 - Private Provision,Residential Unit (Children's Home),Carer requests placement end other than due to child's behaviour
714,23/08/2024,08/01/2025,482,6,OUT,PR4 - Private Provision,Residential Unit (Children's Home),Carer requests placement end other than due to child's behaviour
1768,24/05/2023,31/05/2023,939,6,IN,PR1 - Own provision by LA,Fostering – short term,Carer requests placement end other than due to child's behaviour
2025,18/08/2023,15/09/2023,853,7.8,OUT,PR4 - Private Provision,Fostering – short term,Carer requests placement end other than due to child's behaviour
539,22/01/2025,25/04/2025,330,8.3,IN,PR1 - Own provision by LA,Fostering – short term,Carer requests placement end other than due to child's behaviour
988,21/05/2025,24/10/2025,211,9.4,IN,PR1 - Own provision by LA,Fostering – short term,Carer requests placement end other than due to child's behaviour
989,20/12/2024,14/05/2025,363,9.4,IN,PR1 - Own provision by LA,Fostering – short term,Carer requests placement end other than due to child's behaviour
991,14/05/2025,21/05/2025,218,9.4,IN,PR1 - Own provision by LA,Fostering – short term,Carer requests placement end other than due to child's behaviour
15,29/08/2023,22/09/2023,842,10,OUT,PR4 - Private Provision,Semi-independent supported accommodation,Carer requests placement end other than due to child's behaviour
57,20/05/2024,23/06/2024,577,10,IN,PR4 - Private Provision,Semi-independent supported accommodation,Carer requests placement end other than due to child's behaviour
286,16/07/2024,17/07/2024,520,10,IN,PR5 - Voluntary/Third Sector Provision,Semi-independent supported accommodation,Carer requests placement end other than due to child's behaviour
371,05/10/2024,14/08/2025,439,10,OUT,PR4 - Private Provision,Fostering – short term,Carer requests placement end other than due to child's behaviour
465,13/06/2024,22/10/2025,553,10,IN,PR1 - Own provision by LA,Fostering – short term,Carer requests placement end other than due to child's behaviour
602,28/03/2024,08/07/2024,630,10,OUT,PR4 - Private Provision,Fostering – short term,Carer requests placement end other than due to child's behaviour
604,19/03/2024,28/03/2024,639,10,IN,PR1 - Own provision by LA,Fostering – short term,Carer requests placement end other than due to child's behaviour
844,15/11/2023,27/11/2023,764,10,IN,PR4 - Private Provision,Fostering – short term,Carer requests placement end other than due to child's behaviour
922,18/04/2024,17/02/2025,609,10,IN,PR1 - Own provision by LA,Residential Unit (Children's Home),Carer requests placement end other than due to child's behaviour
1330,16/02/2024,09/11/2024,671,10,OUT,PR4 - Private Provision,Semi-independent supported accommodation,Carer requests placement end other than due to child's behaviour
1838,22/07/2025,22/08/2025,149,10,IN,PR4 - Private Provision,Fostering – short term,Carer requests placement end other than due to child's behaviour
556,27/11/2024,04/11/2025,386,10.5,IN,PR1 - Own provision by LA,Fostering – short term,Carer requests placement end other than due to child's behaviour
485,21/04/2023,24/04/2023,972,11,IN,PR1 - Own provision by LA,Fostering – short term,Carer requests placement end other than due to child's behaviour
737,18/08/2025,03/09/2025,122,12,IN,PR4 - Private Provision,Unregistered Placement,Carer requests placement end other than due to child's behaviour
1448,11/08/2023,14/08/2024,860,12,OUT,PR4 - Private Provision,Fostering – short term,Carer requests placement end other than due to child's behaviour
1605,19/10/2023,26/07/2024,791,12,IN,PR1 - Own provision by LA,Fostering – short term,Carer requests placement end other than due to child's behaviour
1719,05/08/2024,15/05/2025,500,12,IN,PR1 - Own provision by LA,Fostering – short term,Carer requests placement end other than due to child's behaviour
2165,18/08/2025,16/09/2025,122,12,IN,PR4 - Private Provision,Fostering – short term,Carer requests placement end other than due to child's behaviour
1008,03/07/2023,10/07/2023,899,13,IN,PR1 - Own provision by LA,Fostering – short term,Carer requests placement end other than due to child's behaviour
1333,03/07/2023,10/07/2023,899,13,IN,PR1 - Own provision by LA,Fostering – short term,Carer requests placement end other than due to child's behaviour
661,06/09/2024,06/02/2025,468,14,OUT,PR4 - Private Provision,Fostering – short term,Carer requests placement end other than due to child's behaviour
1545,05/08/2025,29/08/2025,135,14,OUT,PR4 - Private Provision,Fostering – short term,Carer requests placement end other than due to child's behaviour
396,31/05/2024,03/01/2025,566,15,OUT,PR4 - Private Provision,Semi-independent supported accommodation,Carer requests placement end other than due to child's behaviour
2371,24/03/2025,15/04/2025,269,15,IN,PR1 - Own provision by LA,Fostering – short term,Carer requests placement end other than due to child's behaviour
1724,27/10/2023,19/01/2024,783,19.3,IN,PR4 - Private Provision,Fostering – short term,Carer requests placement end other than due to child's behaviour
184,18/08/2025,09/10/2025,122,20,OUT,PR3 - Other public provision,Young Offenders Institution/Prison,Carer requests placement end other than due to child's behaviour
325,13/08/2024,05/09/2024,492,20,OUT,PR2 - Other LA provision,Secure Unit,Carer requests placement end other than due to child's behaviour
615,26/03/2024,08/04/2024,632,20,OUT,PR1 - Own provision by LA,Kinship - short term,Carer requests placement end other than due to child's behaviour
618,13/03/2024,08/04/2024,645,20,IN,PR1 - Own provision by LA,Fostering – short term,Carer requests placement end other than due to child's behaviour
1083,05/08/2024,16/09/2024,500,20,OUT,PR4 - Private Provision,Unregistered Placement,Carer requests placement end other than due to child's behaviour
106,11/04/2025,19/09/2025,251,25,IN,PR4 - Private Provision,Semi-independent supported accommodation,Carer requests placement end other than due to child's behaviour
224,08/08/2024,01/08/2025,497,25,IN,PR4 - Private Provision,Semi-independent supported accommodation,Carer requests placement end other than due to child's behaviour
746,06/02/2025,03/03/2025,315,25,OUT,PR4 - Private Provision,Fostering – short term,Carer requests placement end other than due to child's behaviour
1835,06/06/2023,16/05/2025,926,25,OUT,PR4 - Private Provision,Residential Unit (Children's Home),Carer requests placement end other than due to child's behaviour
1722,27/10/2023,19/01/2024,783,30.9,IN,PR4 - Private Provision,Fostering – short term,Carer requests placement end other than due to child's behaviour
664,02/05/2025,14/08/2025,230,34,OUT,PR4 - Private Provision,Fostering – short term,Carer requests placement end other than due to child's behaviour
2049,24/10/2023,12/07/2024,786,34,OUT,PR4 - Private Provision,Fostering – short term,Carer requests placement end other than due to child's behaviour
53,27/05/2023,07/06/2023,936,35,OUT,PR4 - Private Provision,Fostering – short term,Carer requests placement end other than due to child's behaviour
291,27/08/2025,18/11/2025,113,35,OUT,PR4 - Private Provision,Unregistered - in child's best interest,Carer requests placement end other than due to child's behaviour
63,21/08/2023,03/04/2024,850,40,OUT,PR4 - Private Provision,Mother And Baby Unit,Carer requests placement end other than due to child's behaviour
317,13/08/2024,12/07/2025,492,40,OUT,PR4 - Private Provision,Semi-independent supported accommodation,Carer requests placement end other than due to child's behaviour
1009,14/12/2023,01/02/2024,735,46,OUT,PR4 - Private Provision,Fostering – short term,Carer requests placement end other than due to child's behaviour
1012,14/12/2023,10/01/2024,735,46,OUT,PR4 - Private Provision,Fostering – short term,Carer requests placement end other than due to child's behaviour
1334,14/12/2023,10/01/2024,735,46,OUT,PR4 - Private Provision,Fostering – short term,Carer requests placement end other than due to child's behaviour
998,17/07/2023,31/07/2023,885,50,IN,PR1 - Own provision by LA,Fostering – long term,Carer requests placement end other than due to child's behaviour
1292,17/07/2023,31/07/2023,885,50,IN,PR1 - Own provision by LA,Fostering – short term,Carer requests placement end other than due to child's behaviour
1690,17/04/2023,28/02/2024,976,50,OUT,PR4 - Private Provision,Mother And Baby Unit,Carer requests placement end other than due to child's behaviour
1725,16/10/2024,10/01/2025,428,55,OUT,PR4 - Private Provision,Fostering – short term,Carer requests placement end other than due to child's behaviour
368,27/06/2023,31/08/2023,905,60,OUT,PR2 - Other LA provision,Residential Unit (Children's Home),Carer requests placement end other than due to child's behaviour
2368,30/08/2024,07/10/2024,475,61,OUT,PR4 - Private Provision,Fostering – short term,Carer requests placement end other than due to child's behaviour
1088,31/05/2024,06/11/2024,566,67,OUT,PR4 - Private Provision,Unregistered Placement,Carer requests placement end other than due to child's behaviour
462,02/06/2023,07/10/2024,930,72,IN,PR1 - Own provision by LA,Kinship - short term,Carer requests placement end other than due to child's behaviour
